    0.200       21 00100011   0.0993  -0.5141  -0.0472   0.1106   123    83   115    73   20.2   16.8   19.6   15.0    21    74    84    69
    0.210       22 00100011   0.2100   0.0058  -0.0034  -0.0086   131   106   118   111   20.8   18.9   19.9   18.6    60    78    67    96
    0.220       23 00100011   0.2560  -0.0442  -0.0112  -0.0149   127    95   133   108   20.5   18.0   20.9   18.4    85    74    86    65
    0.230       24 00100011   0.3167  -0.0525  -0.0246  -0.0103   129   124   118   122   20.6   20.3   19.9   19.4    79    82    69    56
    0.240       25 00100011   0.3467  -0.0373  -0.0325  -0.0094   149   138   134   133   21.9   21.2   21.0   20.2    90    84    50    80
    0.250       26 00100011   0.3480  -0.1373  -0.0305  -0.0095   151   120   121   104   22.0   20.0   20.1   18.1    89    80    90    70
    0.260       27 00100011   0.3039  -0.0502  -0.0441  -0.0375   155   128   163    96   22.2   20.6   22.7   17.4    81    96    93    74
    0.270       28 00100011   0.2766  -0.0534  -0.0433  -0.0390   164   138   133    94   22.7   21.2   20.9   17.2    83    93    83    87
    0.280       29 00100011   0.3003  -0.0063  -0.0491  -0.0430   172    97   106   120   23.1   18.2   18.9   19.3    85    81    81    80
    0.290       30 00100011   0.3668   0.5328  -0.0588   0.0586   134    74   117    99   21.0   15.8   19.8   17.6    75    66    88    64
    0.300       31 00100011   0.2874   0.0319  -0.0761  -0.0837   134   135   128   129   21.0   21.0   20.6   19.9    66    91    90    83
    0.310       32 00100011   0.2235  -0.0579  -0.0714  -0.0633   145   160   146   147   21.6   22.5   21.7   21.1    90    89    75    85
    0.320       33 00100011   0.1634  -0.0200  -0.0612  -0.0575   168   155   120   144   22.9   22.2   20.0   20.9    90    77    87    90
    0.330       34 00100011   0.2061  -0.0313  -0.0580  -0.0365   153   137    97   127   22.1   21.2   18.2   19.8    77    85    84    76
    0.340       35 00100011   0.2368  -0.0252  -0.0423  -0.0321   154    92   125   119   22.2   17.7   20.4   19.2    71    76    93    68
    0.350       36 00100011   0.2677  -0.0033  -0.0302  -0.0311   134   142   133   140   21.0   21.5   20.9   20.6    78    91    90    89
    0.360       37 00100011   0.2629  -0.0083  -0.0354  -0.0333   145   118   130   113   21.6   19.9   20.7   18.8    84    89    84    80
    0.370       38 00100011   0.2754  -0.0353  -0.0367  -0.0274   136   142   157   129   21.1   21.5   22.3   19.9    86    89    92    77
    0.380       39 00100011   0.2913  -0.0467  -0.0388  -0.0309   154   176   108   108   22.2   23.3   19.1   18.4    89    93    82    78
    0.390       40 00100011   0.2625  -0.0237  -0.0335  -0.0340   166   125    96    93   22.8   20.4   18.1   17.1    94    88    70    89
    0.400       41 00100011  -0.2456  -0.0492   0.0871  -0.0285   135   147    71    87   21.0   21.8   15.4   16.5    83    91    44    81
    0.410       42 00100011   0.2033  -0.0513  -0.0339  -0.0134   149    86    94   121   21.9   17.1   17.9   19.4    78    71    60    91
    0.420       43 00100011   0.2347  -0.0064  -0.0266  -0.0176   141   128   118   128   21.4   20.6   19.9   19.9    42    88    90    91
    0.430       44 00100011   0.3161   0.0030  -0.0202  -0.0208   143   130   127   104   21.5   20.7   20.5   18.1    65    91    91    32
    0.440       45 00100011   0.2907  -0.0028  -0.0241  -0.0249   159   140   114    99   22.4   21.3   19.6   17.6    93    90    92    78
    0.450       46 00100011   0.2699  -0.0069  -0.0236  -0.0260   143   134    98   145   21.5   21.0   18.2   20.9    86    84    70    96
    0.460       47 00100011   0.2609  -0.5170  -0.0255  -0.1486   152    69    86   108   22.1   15.2   17.1   18.4    92    74    86    84
    0.470       48 00100011   0.3337  -0.0225  -0.0436  -0.0223   133    77    75    91   20.9   16.1   15.9   16.9    89    59    42    65
    0.480       49 00100011   0.3115  -0.5196  -0.0298  -0.1434   138    82   104   120   21.2   16.7   18.8   19.3    78    56    65    85
    0.490       50 00100011   0.3260  -0.0051  -0.0194  -0.0271   147   106    90   141   21.8   18.9   17.5   20.7    55    71    87    96
    0.500       51 00100011   0.2671  -0.0014  -0.0291  -0.0285   149   139    98   144   21.9   21.3   18.2   20.9    75    87    86    96
    0.510       52 00100011   0.3162  -0.0098  -0.0372  -0.0387   152   117   103   135   22.1   19.8   18.7   20.3    91    81    83    85
    0.520       53 00100011   0.2856  -0.0214  -0.0484  -0.0519   142   111    83   141   21.5   19.3   16.8   20.7    87    88    66    89
    0.530       54 00100011   0.1713  -0.0150  -0.0302  -0.0497   135   100    91   134   21.0   18.4   17.6   20.3    85    60    64    70
    0.540       55 00100011   0.2136  -0.0209  -0.0226  -0.0266   149    91   117   132   21.9   17.6   19.8   20.1    62    67    86    79
    0.550       56 00100011   0.2234  -0.0117  -0.0192  -0.0196   129    90    89   114   20.6   17.5   17.4   18.9    68    76    90    87
    0.560       57 00100011   0.2742  -0.0355  -0.0283  -0.0151   135   103    74    98   21.0   18.7   15.8   17.5    78    87    90    82
    0.570       58 00100011   0.2770  -0.0401  -0.0243  -0.0236   126   100   114   142   20.4   18.4   19.6   20.8    87    78    79    92
    0.580       59 00100011   0.7087  -0.0075  -0.1297  -0.0214   135   132    77    99   21.0   20.8   16.1   17.6    62    80    17    68
    0.590       60 00100011   0.2249   0.0247  -0.0121  -0.0217   158    71    96    79   22.4   15.4   18.1   15.7    67    55    89    79
    0.600       61 00100011   0.2329   0.0501  -0.0106  -0.0106   144    86   138    69   21.6   17.1   21.2   14.5    56    70    94    46
    0.610       62 00100011   0.2631   0.0014  -0.0039   0.0005   145   123    86   103   21.6   20.2   17.1   18.0    91    87    74    86
    0.620       63 00100011   0.2546   0.0419  -0.0036  -0.0049   144   113   137    88   21.6   19.5   21.2   16.6    91    72    89    39
    0.630       64 00100011   0.2868   0.0241  -0.0069  -0.0050   149   145   180   119   21.9   21.6   23.5   19.2    72    97    96    87
    0.640       65 00100011   0.2845   0.0124  -0.0161  -0.0194   159   186   188   102   22.4   23.8   23.9   17.9    91    99    97    79
    0.650       66 00100011   0.2811  -0.0248  -0.0209  -0.0161   176   177   157   111   23.3   23.4   22.3   18.6    99    99    89    86
    0.660       67 00100011   0.3004  -0.0280  -0.0289  -0.0207   186   178    84   116   23.8   23.4   16.9   19.0    99    98    64    81
    0.670       68 00100011   0.2909  -0.0150  -0.0295  -0.0288   163   132   102   105   22.7   20.8   18.6   18.1    84    92    84    78
    0.680       69 00100011   0.3309  -0.0072  -0.0252  -0.0344   143    89    93    92   21.5   17.4   17.8   17.0    65    71    72    72
    0.690       70 00100011   0.2741  -0.0332  -0.0184  -0.0303   146   124    82   122   21.7   20.3   16.7   19.4    52    87    65    94
    0.700       71 00100011   0.1920  -0.0277  -0.0190  -0.0273   137   126   139   101   21.2   20.4   21.3   17.8    69    88    74    83
    0.710       72 00100011   0.2341   0.0065  -0.0213  -0.0212   135   150   175   108   21.0   21.9   23.3   18.4    88    85    98    70
    0.720       73 00100011   0.2624   0.0036  -0.0171  -0.0172   169   183   160   115   23.0   23.7   22.5   18.9    95    99    96    90
    0.730       74 00100011   0.2572  -0.0089  -0.0175  -0.0188   177   179    98   101   23.4   23.5   18.2   17.8    99    98    85    74
    0.740       75 00100011   0.2052  -0.0225  -0.0066  -0.0192   164   135   112    98   22.7   21.0   19.4   17.5    95    85    67    86
    0.750       76 00100011   0.2326   0.0133  -0.0174  -0.0182   153   131   105   131   22.1   20.8   18.8   20.1    85    86    90    94
    0.760       77 00100011   0.2064   0.0020  -0.0149  -0.0171   130    96    94   102   20.7   18.1   17.9   17.9    71    86    83    93
    0.770       78 00100011   0.1888  -0.0164  -0.0189  -0.0067   127   109   124    98   20.5   19.2   20.3   17.5    36    81    91    85
    0.780       79 00100011   0.2389   0.0850  -0.0086   0.0098   144   138    98    86   21.6   21.2   18.2   16.4    62    83    90    69
    0.790       80 00100011   0.2709  -0.0738  -0.0022  -0.0042   161    95    88    79   22.6   18.0   17.3   15.7    82    70    84    72
    0.800       81 00100011   0.2576   0.4880  -0.0041  -0.1278   135   107    93    63   21.0   19.0   17.8   13.7    64    77    88    71
    0.810       82 00100011   0.2366   0.0179  -0.0069  -0.0088   152    83   107    89   22.1   16.8   19.0   16.7    61    84    86    61
    0.820       83 00100011   0.2836   0.0440   0.0028  -0.0057   139   161   185   116   21.3   22.6   23.8   19.0    63    80    98    86
    0.830       84 00100011   0.2694   0.0161  -0.0039  -0.0069   165   178   168   127   22.8   23.4   22.9   19.8    89    98    96    92
    0.840       85 00100011   0.2486  -0.0113   0.0014  -0.0032   178   175   136   122   23.4   23.3   21.1   19.4    98    95    91    83
    0.850       86 00100011   0.2261  -0.0182   0.0046   0.0043   174   149   118   121   23.2   21.9   19.9   19.4    92    86    88    93
    0.860       87 00100011   0.2452   0.0064   0.0077   0.0048   146   115    95   133   21.7   19.6   18.0   20.2    75    87    64    89
    0.870       88 00100011   0.2377   0.0141   0.0085   0.0141   124   142   128   102   20.3   21.5   20.6   17.9    79    90    91    79
    0.880       89 00100011   0.2690   0.0111   0.0097   0.0115   140   122   169   125   21.3   20.1   23.0   19.7    85    84    94    88
    0.890       90 00100011   0.2805   0.0098   0.0081   0.0000   159   147    99   143   22.4   21.8   18.3   20.8    80    93    90    97
    0.900       91 00100011   0.3297   0.0081  -0.0141  -0.0091   141   112   110   119   21.4   19.4   19.2   19.2    92    83    60    76
    0.910       92 00100011   0.2610   0.0631  -0.0071  -0.0245   126    55    82    89   20.4   13.2   16.7   16.7    53    76    58    40
    0.920       93 00100011   0.2038   0.0231  -0.0231  -0.0050   140    87    84   106   21.3   17.2   16.9   18.2    64    63    73    71
    0.930       94 00100011   0.2679   0.0171  -0.0063   0.0039   141   102   126    72   21.4   18.6   20.4   14.9    35    68    74    75
    0.940       95 00100011   0.2566  -0.0373  -0.0109  -0.0100   148   113    99   109   21.8   19.5   18.3   18.5    65    86    79    79
    0.950       96 00100011   0.3014  -0.0660  -0.0150  -0.0011   130   138   108   129   20.7   21.2   19.1   19.9    80    89    84    89
    0.960       97 00100011   0.2287  -0.0748  -0.0141  -0.0055   147   146    74   122   21.8   21.7   15.8   19.4    84    91    69    86
    0.970       98 00100011   0.2074  -0.0171  -0.0207  -0.0162   143   111    76   115   21.5   19.3   16.0   18.9    79    90    76    84
    0.980       99 00100011   0.2324   0.0034  -0.0121  -0.0245   137   144   120   123   21.2   21.6   20.0   19.5    81    81    91    90
    0.990      100 00100011   0.2461  -0.0096  -0.0277  -0.0206   131   156   106    97   20.8   22.3   18.9   17.5    90    87    74    83
    1.000      101 00100011   0.1964   0.0085  -0.0142  -0.0214   146    93    84    81   21.7   17.8   16.9   15.9    94    86    71    76
    1.010      102 00100011   0.2429   0.0184  -0.0187  -0.0195   145    93    79    87   21.6   17.8   16.4   16.5    69    72    76    78
    1.020      103 00100011   0.2945   0.0301  -0.0079  -0.0191   148    86    82    84   21.8   17.1   16.7   16.2    58    85    67    62
    1.030      104 00100011   0.3557   0.0099  -0.0068  -0.0144   116    79    92   114   19.7   16.4   17.7   18.9    41    63    55    90
    1.040      105 00100011   0.3153  -0.0046  -0.0207  -0.0214   131    99    70   121   20.8   18.3   15.3   19.4    24    85    73    89
    1.050      106 00100011   0.2711  -0.0063  -0.0053  -0.0225   131   131   105    93   20.8   20.8   18.8   17.1    37    93    90    87
    1.060      107 00100011   0.2462  -0.0178  -0.0078  -0.0107   145   112    87   115   21.6   19.4   17.2   18.9    85    73    90    83
    1.070      108 00100011   0.2669  -0.0370  -0.0019  -0.0012   140   114   137   134   21.3   19.6   21.2   20.3    82    88    94    93
    1.080      109 00100011   0.2823  -0.0237  -0.0005   0.0011   126   120   105   142   20.4   20.0   18.8   20.8    57    84    89    91
    1.090      110 00100011   0.2421   0.0342   0.0031   0.0133   143   103   103    95   21.5   18.7   18.7   17.3    81    69    92    85
    1.100      111 00100011   0.2661  -0.0227   0.0057   0.0095   144    95   125    85   21.6   18.0   20.4   16.3    81    85    93    83
    1.110      112 00100011   0.2630  -0.0278   0.0011   0.0117   127   111   119   115   20.5   19.3   19.9   18.9    76    81    93    78
    1.120      113 00100011   0.2720  -0.0522  -0.0030  -0.0006   141   128   108   102   21.4   20.6   19.1   17.9    79    89    90    86
    1.130      114 00100011   0.2871  -0.0019  -0.0025  -0.0120   146   102   164   124   21.7   18.6   22.7   19.6    83    90    93    75
